Unnamed: 0,file_name,ground_truth,StutterType
6257,3807-4955-0025,the pretty mary hugging the coast as closely as she dared crawled in the thin breeze all day and saw nothing it would be madness to land at cape surville for the whole station would be on the alert so blunt as night was falling,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6258,3807-4955-0026,stood off a little across the mouth of pirates bay he was walking the deck groaning at the folly of the expedition when a strange appearance on the southern horn of the bay made him come to a sudden halt there was a furnace blazing in the bowels of the mountain,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6259,3807-4955-0027,blunt rubbed his eyes and stared he looked at the man at the helm do you see anything yonder jem jem a sydney man who had never been round that coast before briefly remarked lighthouse,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6260,3807-4955-0028,blunt stumped into the cabin and got out his charts no lighthouse was laid down there only a mark like an anchor and a note remarkable hole at this point a remarkable hole indeed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6261,3807-4955-0029,a remarkable lime kiln would have been more to the purpose blunt called up his mate william staples a fellow whom sarah purfoy's gold had bought body and soul william staples looked at the waxing and waning glow for a while,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6262,3807-4955-0030,and then said in tones trembling with greed it's a fire lie to and lower away the jolly boat old man that's our bird for a thousand pounds the pretty mary shortened sail and blunt and staples got into the jolly boat,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6263,3807-4955-0031,goin a hoysterin sir said one of the crew with a grin as blunt threw a bundle into the stern sheets staples thrust his tongue into his cheek the object of the voyage was now pretty well understood among the carefully picked crew,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6264,3807-4955-0032,blunt had not chosen men who were likely to betray him though for that matter rex had suggested a precaution which rendered betrayal almost impossible,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6265,3807-4955-0033,clothes returned blunt we can't bring him off if it is him in his canaries he puts on these duds d'ye see sinks her majesty's livery and comes aboard a shipwrecked mariner that's well thought of whose notion's that,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6266,3807-4955-0034,the madam's i'll be bound ay she's a knowing one and the sinister laughter of the pair floated across the violet water go easy man said blunt as they neared the shore they're all awake at eaglehawk and if those cursed dogs give tongue,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6267,3807-4955-0035,there'll be a boat out in a twinkling it's lucky the wind's off shore staples lay on his oar and listened the night was moonless and the ship had already disappeared from view they were approaching the promontory from the south east,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6268,3807-4955-0036,and this isthmus of the guarded neck was hidden by the outlying cliff in the south western angle of this cliff about midway between the summit and the sea was an arch which vomited a red and flickering light that faintly shone upon the sea in the track of the boat,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6269,3807-4955-0037,the light was lambent and uncertain now sinking almost into insignificance and now leaping up with a fierceness that caused a deep glow to throb in the very heart of the mountain sometimes a black figure would pass across this gigantic furnace mouth,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6270,3807-4955-0038,stooping and rising as though feeding the fire one might have imagined that a door in vulcan's smithy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6271,3807-4955-0039,and that the old hero was forging arms for a demigod blunt turned pale it's no mortal he whispered let's go back and what will madam say returned dare devil will staples who would have plunged into mount erebus had he been paid for it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6272,7859-102519-0000,was a sovereign of a different type from any emperor that we have yet encountered in the annals of the eastern empire he was a bold reckless callous and selfish young man,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6273,7859-102519-0001,he was in short of the stuff of which tyrants are made justinian was but seventeen when he came to the throne but he soon showed that he intended to rule the empire after his own good pleasure,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6274,7859-102519-0002,long before he had begun to learn the lessons of state craft ere he had reached his twenty first year justinian had plunged into war with the bulgarians he attacked them suddenly inflicted several defeats on their king,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6275,7859-102519-0003,and took no less than thirty thousand prisoners whom he sent over to asia and forced to enlist in the army of armenia,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6276,7859-102519-0004,bearing verses of the koran justinian refused to receive them and declared war his second venture in the field was disastrous his unwilling recruits from bulgaria deserted to the enemy when he met the saracens at sebastopolis,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6277,7859-102519-0005,and the roman army was routed with great slaughter the two subsequent campaigns were equally unsuccessful,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6278,7859-102519-0006,justinian's wars depleted his treasury yet he persisted in plunging into expensive schemes of building at the same time and was driven to collect money by the most reckless extortion he employed two unscrupulous ministers theodotus,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6279,7859-102519-0007,the accountant general an ex abbot who had deserted his monastery and the eunuch stephanus the keeper of the privy purse these men were to justinian what ralph flambard was to william rufus,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6280,7859-102519-0008,they raised him funds by flagrant extortion and illegal stretching of the law both were violent and cruel theodotus is said to have hung recalcitrant tax payers up by ropes above smoky fires till they were nearly stifled,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6281,7859-102519-0009,stephanus thrashed and stoned every one who fell into his hands he is reported to have actually administered a whipping to the empress dowager during the absence of her son and justinian did not punish him when he returned,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6282,7859-102519-0010,while the emperor's financial expedients were making him hated by the moneyed classes he was rendering himself no less unpopular in the army,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6283,7859-102519-0011,he began to execute or imprison his officers and to decimate his beaten troops to be employed by him in high command was almost as dangerous as it was to be appointed a general in chief during the dictatorship of robespierre,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6284,7859-102519-0012,general of the theme of hellas was about to set out to assume his command as he parted from his friends he exclaimed that his days were numbered and that he should be expecting the order for his execution to arrive at any moment then a certain monk named paul stood forth,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6285,7859-102519-0013,and bade him save himself by a bold stroke if he would aim a blow at justinian he would find the people and the army ready to follow him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6286,7859-102519-0014,and rushing to the state prison at the head of a few friends broke it open and liberated some hundreds of political prisoners a mob joined him he seized the cathedral of saint sophia,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6287,7859-102519-0015,no one would fight for justinian who was caught and brought before the rebel leader in company with his two odious ministers,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6288,7859-102519-0016,and banished him to cherson theodotus and stephanus he handed over to the mob who dragged them round the city and burnt them alive,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6289,7859-102519-0017,the new emperor was not a man of capacity and had been driven into rebellion by his fears rather than his ambition he held the throne barely three years amid constant revolts at home and defeats abroad,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6290,7859-102519-0018,the asiatic frontier was ravaged by the armies of abdalmalik and at the same time a great disaster befel the western half of the empire,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6291,7859-102519-0019,where the romans had still maintained themselves by hard fighting,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6292,7859-102519-0020,his troops gained several victories over the saracens,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6293,7859-102519-0021,and even invaded northern syria,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6294,7859-102519-0022,the people and army were out of hand the ephemeral emperor could count on no loyalty and any shock was sufficient to upset his precarious throne we must now turn to the banished justinian,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6295,7859-102519-0023,who had been sent into exile with his nose mutilated he had been transported to cherson the greek town in the crimea close to the modern sebastopol which formed the northernmost outpost of civilization,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6296,7859-102519-0024,and enjoyed municipal liberty under the suzerainty of the empire justinian displayed in his day of adversity a degree of capacity which astonished his contemporaries he fled from cherson and took refuge with the khan of the khazars,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6297,7859-102519-0025,the tartar tribe who dwelt east of the sea of azof with this prince the exile so ingratiated himself that he received in marriage his sister who was baptized and christened theodora,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6298,7859-102519-0026,to induce him to surrender justinian and the treacherous barbarian determined to accept the bribe and sent secret orders to two of his officers,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6299,7859-102519-0027,the emperor learnt of the plot through his wife and saved himself by the bold expedient of going at once to one of the two khazar chiefs and asking for a secret interview when they were alone he fell on him and strangled him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6300,7859-102519-0028,and then calling on the second khazar served him in the same fashion before the khan's orders had been divulged to any one this gave him time to escape and he fled in a fishing boat out into the euxine with a few friends and servants who had followed him into exile,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6301,7859-102519-0029,while they were out at sea a storm arose and the boat began to fill one of his companions cried to justinian to make his peace with god and pardon his enemies ere he died but the emperor's stern soul was not bent by the tempest,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6302,7859-102519-0030,may god drown me here he answered,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6303,7859-102519-0031,the boat weathered the storm and justinian survived to carry out his cruel oath he came ashore in the land of the bulgarians and soon won favour with their king terbel who wanted a good excuse for invading the empire,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6304,7859-102519-0032,and found it in the pretence of supporting the exiled monarch with a bulgarian army at his back justinian appeared before constantinople,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6305,7859-102519-0033,there was no fighting for the adherents of tiberius were as unready to strike a blow for their master,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6306,7859-102519-0034,so justinian recovered his throne without fighting for the people had by this time half forgotten his tyranny and regretted the rule of the house of heraclius but they were soon to find out that they had erred in submitting to the exile,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6307,7859-102519-0035,and should have resisted him at all hazards justinian came back in a relentless mood bent on nothing but revenging his mutilated nose and his ten years of exile his first act was to send for the two usurpers who had sat on his throne,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6308,7859-102519-0036,as he tried to flee into asia justinian had them led round the city in chains and then bound them side by side before his throne in the cathisma the imperial box at the hippodrome,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6309,7859-102519-0037,there he sat in state using their prostrate bodies as a footstool while his adherents chanted the verse from the ninety first psalm thou shalt tread on the lion and asp the young lion and dragon shalt thou trample under thy feet,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6310,7859-102519-0038,and apsimarus after this strange exhibition the two ex emperors were beheaded their execution began a reign of terror for justinian had his oath to keep and was set on wreaking vengeance on every one who had been concerned in his deposition,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6311,7859-102519-0039,and put out the eyes of the patriarch who had crowned him then he set to work to hunt out meaner victims many prominent citizens of constantinople were sown up in sacks and drowned in the bosphorus soldiers were picked out by the dozen and beheaded,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6312,7859-102519-0040,a special expedition was sent by sea to sack cherson the city of the emperor's exile because he had a grudge against its citizens the chief men were caught and sent to the capital where justinian had them bound to spits and roasted,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6313,7859-102519-0041,these atrocities were mere samples of the general conduct of justinian in a few years he had made himself so much detested that it might be said that he had been comparatively popular in the days of his first reign,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6314,7859-102519-0042,the army of the tyrant laid down their arms when philippicus approached and he was led forth and beheaded without further delay an end too good for such a monster the conqueror also sought out and slew his little son tiberius,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6315,7859-102519-0043,whom the sister of the khan of the khazars had borne to him during his exile so ended the house of heraclius after it had sat for five generations and one hundred and one years on the throne of constantinople,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6316,7859-102519-0044,the six years which followed were purely anarchical justinian's wild and wicked freaks had completed the demoralization which had already set in before his restoration everything in the army and the state was completely disorganized and out of gear,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6317,7859-102519-0045,it required a hero to restore the machinery of government and evolve order out of chaos but the hero was not at once forthcoming and the confusion went on increasing,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6318,7859-102519-0046,to replace justinian by philippicus was only to substitute king log for king stork the new emperor was a mere man of pleasure and spent his time in personal enjoyment letting affairs of state slide on as best they might,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6319,7859-102519-0047,in less than two years he was upset by a conspiracy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6320,7859-102519-0048,philippicus was blinded and compelled to exchange the pleasures of the palace for the rigours of a monastery but the court intrigue which dethroned philippicus did not please the army,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6321,7859-102519-0049,who gave the imperial crown to theodosius of adrammytium a respectable but obscure commissioner of taxes more merciful than any of his ephemeral predecessors,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6322,7859-102519-0050,after compelling him to take holy orders meanwhile the organization of the empire was visibly breaking up the affairs both of the realm and the city were neglected and decaying civil education was disappearing and military discipline dissolved,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6323,7859-102519-0051,and every year their ravages penetrated further inland,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6324,7859-102519-0052,with the express purpose of laying siege to constantinople no one hindered him for the army raised to serve against him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6325,7859-102519-0053,they had penetrated into phrygia,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6326,7859-102519-0054,with every expectation of success when at last there appeared the man who was destined to save the east roman empire from a premature dismemberment,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6327,7859-102519-0055,who had made a great reputation amid the fearful disasters of the last ten years he was now general of the anatolic theme the province which included the old cappadocia and lycaonia after inducing the saracens more by craft than force,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6328,7859-102519-0056,to raise the siege of amorium leo disowned his allegiance to the incapable theodosius and marched toward the bosphorus the unfortunate emperor who had not coveted the throne he occupied nor much desired to retain it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6329,7859-102518-0000,the roman and the persian empires drained of men and money and ravaged from end to end by each other's marauding armies sank down in exhaustion to heal them of their deadly wounds,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6330,7859-102518-0001,never before had either power dealt its neighbour such fearful blows as in this last struggle in previous wars the contest had been waged around border fortresses and the prize had been the conquest of some small slice of marchland,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6331,7859-102518-0002,had struck deadly blows at the heart of each other's empire and harried the inmost provinces up to the gates of each other's capitals the persian had turned the wild hordes of the avars loose on thrace,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6332,7859-102518-0003,they were bleeding at every pore utterly wearied and exhausted and desirous of nothing but a long interval of peace to recover their lost strength precisely at this moment a new and terrible enemy fell upon the two war worn combatants,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6333,7859-102518-0004,and delivered an attack so vehement that it was destined to destroy the ancient kingdom of persia and to shear away half the provinces of the roman empire,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6334,7859-102518-0005,the politics of arabia had up to this time been of little moment either to roman or persian each of them had allies among the arab tribes and had sometimes sent an expedition or an embassy southward,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6335,7859-102518-0006,into the land beyond the syrian desert but neither of them dreamed that the scattered and disunited tribes of arabia would ever combine or become a serious danger,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6336,7859-102518-0007,events of world wide importance had been taking place in the arabian peninsula for the first and last time in history there had arisen among the arabs one of those world compelling minds that are destined to turn aside the current of events,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6337,7859-102518-0008,into new channels and change the face of whole continents mahomet that strangest of moral enigmas prophet and seer fanatic and impostor was developing his career all through the years of the persian war,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6338,7859-102518-0009,by an extraordinary mixture of genuine enthusiasm and vulgar cunning of self deception and deliberate imposture of benevolence and cruelty of austerity and licence he had worked himself and his creed to the front,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6339,7859-102518-0010,the turbulent polytheists of arabia had by him been converted into a compact band of fanatics burning to carry all over the world by the force of their swords their new war cry that,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6340,7859-102518-0011,god was god and mahomet his prophet,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6341,7859-102518-0012,bidding them embrace islam the persian replied with the threat that he would put the prophet in chains when he had leisure the roman made no direct reply but sent mahomet some small presents,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6342,7859-102518-0013,neglecting the theological bent of his message and only thinking of enlisting a possible political ally both answers were regarded as equally unsatisfactory by the prophet and he doomed the two empires to a similar destruction,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6343,7859-102518-0014,is not a thing to be despised,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6344,7859-102518-0015,nor scoff with gibbon at the feebleness of the troops who were routed by them if the soldiers of queen victoria armed with modern rifles and artillery found the fanatical arab a formidable foe let us not blame the soldiers of heraclius who faced the same enemy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6345,7859-102518-0016,in the early engagements between the east romans and the saracens the superior discipline and more regular arms of the one,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6346,7859-102518-0017,were not a sufficient counterpoise to put against the mad recklessness of the other the moslem wanted to get killed that he might reap the fruits of martyrdom in the other world and cared not how he died if he had first slain an enemy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6347,7859-102518-0018,the roman fought well enough but he did not like his adversary yearn to become a martyr and the odds were on the man who held his life the cheapest,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6348,7859-102518-0019,and to do so had not only drained the treasury but imposed some new and unwise taxes on the harassed provincials and disbanded many of his veterans for the sake of economy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6349,7859-102518-0020,syria and egypt after spending twelve and ten years respectively under the persian yoke had not yet got back into their old organization,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6350,7859-102518-0021,both countries were much distracted with religious troubles the heretical sects of the monophysites and jacobites who swarmed within their boundaries had lifted up their heads under the persian rule being relieved from the governmental repression that had hitherto been their lot,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6351,7859-102518-0022,they seem to have constituted an actual majority of the population and bitterly resented the endeavours of heraclius to enforce orthodoxy in the reconquered provinces their discontent was so bitter,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6352,7859-102518-0023,the details of the arab conquest of syria have not been preserved by the east roman historians who seem to have hated the idea of recording the disasters of christendom the moslems on the other hand had not yet commenced to write and ere historians arose among them,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6353,7859-102518-0024,the tale of the invasion had been intertwined with a whole cycle of romantic legends fitter for the arabian nights,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6354,7859-102518-0025,gabatha in ituraea thoroughly roused by this disaster heraclius set all the legions of the east marching and sixty thousand men crossed the jordan and advanced to recover bostra,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6355,7859-102518-0026,the arabs met them at the fords of the hieromax an eastern tributary of the jordan and a fierce battle raged all day the romans drove the enemy back to the very gates of their camp but a last charge headed by the fierce warrior khaled,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6356,7859-102518-0027,broke their firm array when a victory seemed almost assured all the mailed horsemen of heraclius,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6357,7859-102518-0028,paradise is before you the devil and hell fire behind the fanatical orientals threw themselves on regiment after regiment and drove it off the field all syria east of jordan was lost in this fatal battle damascus its great stronghold,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
