FileName,Text,StutterType
5678-43301-0018,into the old lady's hand and herself bent forward to listen old missus brand looked at that too knowing that it was an analysis of her son's speech and aware that she would not be able to hear his words,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
5678-43301-0019,of this great anniversary then there came a retrospect comparing the old state of england with the present fifty years ago the speaker said poverty was still a disgrace now it was so no longer,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0]
5678-43301-0020,it was in the causes that led to poverty that the disgrace or the merit lay who would not honour a man worn out in the service of his country or overcome at last by circumstances against which his efforts could not prevail,"[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
5678-43301-0021,he enumerated the reforms passed fifty years before on this very day by which the nation once and for all declared the glory of poverty and man's sympathy with the unfortunate so he had told them he was to sing the praise of patient poverty,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
5678-43301-0022,and its reward and that he supposed together with a few periods on the reform of the prison laws would form the first half of his speech the second part was to be a panegyric of braithwaite treating him as the precursor of a movement that even now had begun,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43301-0023,old missus brand leaned back in her seat and looked about her the window where they sat had been reserved for them two arm chairs filled the space but immediately behind there were others standing very silent now craning forward watching too with parted lips,"[3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
5678-43301-0024,a couple of women with an old man directly behind and other faces visible again behind them their obvious absorption made the old lady a little ashamed of her distraction and she turned resolutely once more to the square ah he was working up now to his panegyric,"[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
1502-122619-0022,and related entirely to the events of the hunt in which magua had so lately been engaged it would have been impossible for the most finished breeding to wear more of the appearance of considering the visit as a thing of course than did his hosts,"[0 5 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
5678-43301-0025,the tiny dark figure was back a yard nearer the statue and as she looked his hand went up and he wheeled pointing as a murmur of applause drowned for an instant the minute resonant voice then again he was forward half crouching for he was a born actor,"[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43301-0026,and a storm of laughter rippled round the throng of heads she heard an indrawn hiss behind her chair and the next instant an exclamation from mabel what was that there was a sharp crack and the tiny gesticulating figure staggered back a step,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
5678-43301-0027,the old man at the table was up in a moment and simultaneously a violent commotion bubbled and heaved like water about a rock at a point in the crowd immediately outside the railed space where the bands were massed and directly opposite the front of the platform,"[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0000,oliver told them the explanation of the whole affair that evening at home leaning back in his chair with one arm bandaged and in a sling they had not been able to get near him at the time the excitement in the square had been too fierce,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
5678-43302-0001,but a messenger had come to his wife with the news that her husband was only slightly wounded and was in the hands of the doctors he was a catholic explained the drawn faced oliver he must have come ready for his repeater was found loaded,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
5678-43302-0002,well there was no chance for a priest this time mabel nodded slowly she had read of the man's fate on the placards he was killed trampled and strangled instantly said oliver i did what i could you saw me,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
5678-43302-0003,but well i dare say it was more merciful but you did what you could my dear said the old lady anxiously from her corner i called out to them mother but they wouldn't hear me,[0 0 0 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0004,mabel leaned forward oliver i know this sounds stupid of me but but i wish they had not killed him oliver smiled at her he knew this tender trait in her it would have been more perfect if they had not,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
5678-43302-0005,she said then she broke off and sat back why did he shoot just then she asked oliver turned his eyes for an instant towards his mother but she was knitting tranquilly then he answered with a curious deliberateness,"[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
5678-43302-0006,i said that braithwaite had done more for the world by one speech than jesus and all his saints put together he was aware that the knitting needles stopped for a second then they went on again as before,"[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
1502-122619-0023,notwithstanding every individual present was perfectly aware,[0 0 0 0 0 0 0]
5678-43302-0007,but he must have meant to do it anyhow continued oliver how do they know he was a catholic asked the girl again there was a rosary on him and then he just had time to call on his god and nothing more is known,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 3 0 0 0 0 0 0 0 0]"
5678-43302-0008,nothing more he was well dressed though oliver leaned back a little wearily and closed his eyes his arm still throbbed intolerably but he was very happy at heart it was true that he had been wounded by a fanatic,"[0 5 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
5678-43302-0009,but he was not sorry to bear pain in such a cause and it was obvious that the sympathy of england was with him mister phillips even now was busy in the next room answering the telegrams that poured in every moment,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
5678-43302-0010,caldecott the prime minister maxwell snowford and a dozen others had wired instantly their congratulations and from every part of england streamed in message after message it was an immense stroke for the communists,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0011,speaking in defence of his principles it was an incalculable gain for them and loss for the individualists that confessors were not all on one side after all,[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0012,the huge electric placards over london had winked out the facts in esperanto as oliver stepped into the train at twilight oliver brand wounded catholic assailant indignation of the country,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0013,well deserved fate of assassin he was pleased too that he honestly had done his best to save the man even in that moment of sudden and acute pain he had cried out for a fair trial but he had been too late,"[0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
5678-43302-0014,he had seen the starting eyes roll up in the crimson face and the horrid grin come and go as the hands had clutched and torn at his throat then the face had vanished and a heavy trampling began where it had disappeared oh,"[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0 0 0 0 0 0]"
5678-43302-0015,there was some passion and loyalty left in england his mother got up presently and went out still without a word and mabel turned to him laying a hand on his knee are you too tired to talk my dear he opened his eyes,"[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0016,of course not my darling what is it what do you think will be the effect he raised himself a little looking out as usual through the darkening windows on to that astonishing view,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0]
1502-122619-0024,is the face of my great canada father turned again toward his huron children,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]
5678-43302-0017,everywhere now lights were glowing a sea of mellow moons just above the houses and above the mysterious heavy blue of a summer evening the effect he said it can be nothing but good it was time that something happened,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
5678-43302-0018,my dear i feel very downcast sometimes as you know well i do not think i shall be again i have been afraid sometimes that we were losing all our spirit and that the old tories were partly right when they prophesied what communism would do,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
5678-43302-0019,but after this well well we have shown that we can shed our blood too it is in the nick of time too just at the crisis i don't want to exaggerate it is only a scratch but it was so deliberate and,"[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
 0 0 0 0 0 0 0 0 0]"
5678-43302-0020,and so dramatic the poor devil could not have chosen a worse moment people won't forget it mabel's eyes shone with pleasure you poor dear she said are you in pain not much besides christ,[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0]
5678-43302-0021,if only this infernal eastern affair would end he knew he was feverish and irritable and made a great effort to drive it down oh my dear he went on flushed a little,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0022,if they would not be such heavy fools they don't understand they don't understand yes oliver they don't understand what a glorious thing it all is humanity life truth at last and the death of folly but haven't i told them a hundred times,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0023,she loved to see him like this his confident flushed face the enthusiasm in his blue eyes and the knowledge of his pain pricked her feeling with passion she bent forward and kissed him suddenly my dear i am so proud of you oh oliver he said nothing,"[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0024,but she could see what she loved to see that response to her own heart and so they sat in silence while the sky darkened yet more and the click of the writer in the next room told them that the world was alive and that they had a share in its affairs,"[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0025,oliver stirred presently did you notice anything just now sweetheart when i said that about jesus christ she stopped knitting for a moment said the girl he nodded you saw that too then,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0026,mabel do you think she is falling back oh she is getting old said the girl lightly of course she looks back a little but you don't think it would be too awful she shook her head no,"[0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
1502-122619-0025,when was it ever otherwise returned magua he calls my people most beloved the delaware gravely bowed his acquiescence to what he knew to be false and continued,[0 0 0 0 0 0 4 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0027,no my dear you're excited and tired it's just a little sentiment oliver i don't think i would say that kind of thing before her but she hears it everywhere now no she doesn't remember,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0]
5678-43302-0028,she can't get it out of her head even after fifty years well watch her won't you by the way yes there's a little more news from the east they say felsenburgh's running the whole thing now the empire is sending him everywhere,"[0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
5678-43302-0029,tobolsk benares yakutsk everywhere and he's been to australia mabel sat up briskly isn't that very hopeful i suppose so there's no doubt that the sufis are winning but for how long is another question,[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0030,besides the troops don't disperse and europe europe is arming as fast as possible i hear we are to meet the powers next week at paris i must go your arm my dear my arm must get well it will have to go with me anyhow,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
5678-43302-0031,tell me some more there is no more but it is just as certain as it can be that this is the crisis if the east can be persuaded to hold its hand now it will never be likely to raise it again it will mean free trade all over the world i suppose,"[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0032,and all that kind of thing but if not well if not there will be a catastrophe such as never has been even imagined,[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43302-0033,these new benninschein explosives will make certain of that but is it absolutely certain that the east has got them absolutely benninschein sold them simultaneously to east and west then he died luckily for him mabel had heard this kind of talk before,"[0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0034,but her imagination simply refused to grasp it a duel of east and west under these new conditions was an unthinkable thing there had been no european war within living memory and the eastern wars of the last century had been under the old conditions,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0035,now if tales were true entire towns would be destroyed with a single shell the new conditions were unimaginable military experts prophesied extravagantly contradicting one another on vital points,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0]
5678-43302-0036,the whole procedure of war was a matter of theory there were no precedents with which to compare it it was as if archers disputed as to the results of cordite only one thing was certain that the east had every modern engine and as regards male population,"[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1502-122619-0026,the tomahawks of your young men have been very red it is so but they are now bright and dull for the yengeese are dead and the delawares are our neighbors,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0]
5678-43302-0037,half as much again as the rest of the world put together and the conclusion to be drawn from these premisses was not reassuring to england but imagination simply refused to speak the daily papers had a short careful leading article every day,"[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0
 0 0 0 0 0 0 0]"
5678-43302-0038,founded upon the scraps of news that stole out from the conferences on the other side of the world felsenburgh's name appeared more frequently than ever otherwise there seemed to be a kind of hush nothing suffered very much trade went on,"[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 5 0 0 0 0 0]"
5678-43302-0039,european stocks were not appreciably lower than usual men still built houses married wives begat sons and daughters did their business and went to the theatre for the mere reason that there was no good in anything else they could neither save nor precipitate the situation,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
5678-43302-0040,it was on too large a scale occasionally people went mad people who had succeeded in goading their imagination to a height whence a glimpse of reality could be obtained and there was a diffused atmosphere of tenseness but that was all,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
5678-43303-0000,mabel remembered her husband's advice to watch and for a few days did her best but there was nothing that alarmed her the old lady was a little quiet perhaps but went about her minute affairs as usual she asked the girl to read to her sometimes,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0001,she packed his bag with her own hands set out his furs for the swift flight to paris and waved to him from the window as he went down the little path towards the junction he would be gone three days he said it was on the evening of the second day that she fell ill,"[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0002,and mabel running upstairs in alarm at the message of the servant found her rather flushed and agitated in her chair it is nothing my dear said the old lady tremulously and she added the description of a symptom or two,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
 0 0 0 0 0]"
5678-43303-0003,she was sincerely fond of the old lady and had always found her presence in the house a quiet sort of delight the effect of her upon the mind was as that of an easy chair upon the body the old lady was so tranquil and human,"[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0004,so absorbed in small external matters so reminiscent now and then of the days of her youth so utterly without resentment or peevishness,[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
5678-43303-0005,she found less difficulty in contemplating the end of a vigorous soul for in that case she imagined a kind of energetic rush of force back into the origin of things,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1502-122619-0027,the other acknowledged the pacific compliment by a gesture of the hand and remained silent then magua as if recalled to such a recollection by the allusion to the massacre demanded,[0 0 0 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0006,her whole point so to speak lay in the delicate little fabric of personality built out of fragile things into an entity far more significant than the sum of its component parts the death of a flower reflected mabel is sadder than the death of a lion,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0007,the breaking of a piece of china more irreparable than the ruin of a palace it is syncope said the doctor when he came in she may die at any time she may live ten years there is no need to telegraph for mister brand,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
5678-43303-0008,he made a little deprecating movement with his hands it is not certain that she will die it,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0009,she asked no no she may live ten years i said he added a word or two of advice as to the use of the oxygen injector and went away the old lady was lying quietly in bed when the girl went up and put out a wrinkled hand,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0010,well my dear she asked it is just a little weakness mother you must lie quiet and do nothing shall i read to you no my dear i will think a little it was no part of mabel's idea to duty to tell her that she was in danger,"[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0011,for there was no past to set straight no judge to be confronted death was an ending not a beginning it was a peaceful gospel at least it became peaceful as soon as the end had come,[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0012,so the girl went downstairs once more with a quiet little ache at her heart that refused to be still what a strange and beautiful thing death was she told herself this resolution of a chord that had hung suspended for thirty fifty or seventy years,"[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 4 0 0 0 0 0 0 0 0 0]"
5678-43303-0013,back again into the stillness of the huge instrument that was all in all to itself those same notes would be struck again were being struck again even now all over the world though with an infinite delicacy of difference in the touch,"[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0]"
5678-43303-0014,but that particular emotion was gone it was foolish to think that it was sounding eternally elsewhere for there was no elsewhere she too herself would cease one day let her see to it that the tone was pure and lovely,"[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0]"
5678-43303-0015,mister phillips arrived the next morning as usual just as mabel had left the old lady's room and asked news of her she is a little better i think said mabel she must be very quiet all day the secretary bowed and turned aside into oliver's room,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 2 0 0 0 0 0 0 0 0 0 0]"
1502-122619-0028,does my prisoner give trouble to my brothers she is welcome the path between the hurons and the delawares is short and it is open let her be sent to my squaws if she gives trouble to my brother,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
 0 0 0]"
5678-43303-0016,where a heap of letters lay to be answered a couple of hours later as mabel went upstairs once more she met mister phillips coming down he looked a little flushed under his sallow skin missus brand sent for me he said she wished to know whether mister oliver would be back to night,"[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0017,he will will he not you have not heard mister brand said he would be here for a late dinner he will reach london at nineteen and is there any other news he compressed his lips there are rumours he said mister brand wired to me an hour ago,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0018,he seemed moved at something and mabel looked at him in astonishment it is not eastern news she asked his eyebrows wrinkled a little,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0019,she was not offended for she trusted her husband too well but she went on into the sick room with her heart beating the old lady too seemed excited she lay in bed with a clear flush in her white cheeks and hardly smiled at all to the girl's greeting,"[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0020,said mabel old missus brand looked at her sharply an instant but said nothing don't excite yourself mother oliver will be back to night the old lady drew a long breath don't trouble about me my dear she said i shall do very well now,"[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
 0 0 0 0 0 0 0 0 0]"
5678-43303-0021,he will be back to dinner will he not if the volor is not late now mother are you ready for breakfast mabel passed an afternoon of considerable agitation it was certain that something had happened,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0022,the secretary who breakfasted with her in the parlour looking on to the garden had appeared strangely excited he had told her that he would be away the rest of the day mister oliver had given him his instructions he had refrained from all discussion of the eastern question,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0023,and he had given her no news of the paris convention he only repeated that mister oliver would be back that night then he had gone of in a hurry half an hour later the old lady seemed asleep when the girl went up afterwards and mabel did not like to disturb her,"[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
5678-43303-0024,neither did she like to leave the house so she walked by herself in the garden thinking and hoping and fearing till the long shadow lay across the path and the tumbled platform of roofs was bathed in a dusty green haze from the west,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
5678-43303-0025,as she came in she took up the evening paper but there was no news there except to the effect that the convention would close that afternoon twenty o'clock came but there was no sign of oliver the paris volor should have arrived an hour before,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
1502-122619-0029,she is welcome returned the chief of the latter nation still more emphatically the baffled magua continued silent several minutes apparently indifferent however to the repulse he had received,[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 5 0 0 0 0]
103-1240-0038,missus alexander spencer was up here one day before christmas and she said she was going to get a little girl from the asylum over in hopeton in the spring,[0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0026,but mabel staring out into the darkening heavens had seen the stars come out like jewels one by one,[0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
5678-43303-0027,of course she might have missed it there was no depending on its exact course but she had seen it a hundred times before and wondered unreasonably why she had not seen it now but she would not sit down to dinner and paced up and down in her white dress,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
