file_name,ground_truth,prediction
311-124404-0076,so as to prevent the supposition that the blood flowing out of it could come from any other quarter than the heart but there are many other circumstances which evince that what i have alleged,so as to prevent the supposition that the blood flowing out of it could come from any other quarter than the heart but there are many other circumstances which evince that what i have alleged
6437-66172-0019,i afterwards had a good deal of sport out of the club for these initiations as you may imagine were sometimes very comical spectacles especially when the aspirant for centipedal honors happened to be of a timid disposition,i afterwards had a good deal of sport out of the club for these initiations as you may imagine were sometimes very very vry comical spectacles especially when the aspirant for centipedal honors happened to be of a timid disposition
2989-138035-0006,as the bridegroom is called camacho the rich she is eighteen and he twenty two and they are fairly matched though some knowing ones who have all the pedigrees in the world by heart will have it that the family of the fair quiteria is better than camacho's,as the bridegroom is called camacho the rich she is rich she is rich she is eighteen and he twenty two and they are fairly matched though some knowing ones who have wo have all the pedigrees in the world by heart will have it that the family of the fair quiteria is better than camacho's
8095-274345-0026,the match with france and the articles in favor of catholics which were suspected to be in the treaty were likewise causes of disgust to this whole party,the match with france and the articles in favor of catholics which were suspected to be in the treaty were likewise causes of disgust to this whole party
2007-149877-0055,well you never can tell said hurstwood there may be something to it i wouldn't bother about it myself though by the way he added are you going anywhere to night the hole in the ground,well  never can tell said hurstwood there may be something to it i wouldn't bother about it myself though by the w self though by the way he added are you going anywhere to night the the hole in the ground
5678-43303-0032,he might even have wired to mister phillips and the secretary have forgotten to pass on the message she went at last hopelessly to the telephone and looked at it there it was that round silent month that little row of labelled buttons,he might even have wired to mister phillips and the secretary have forgotten to pass on the message she went at last hopelessly to the telephone and looked at it there it was that round silent month that little row of labelled buttons
625-132112-0045,then too there are fewer signs of a romantic past and more of systematic modern land grabbing and money getting white people are more in evidence here,then too there are fewer signs of a romantic past and more of systematic modern land grabbing and money getting white people are more inevidence here
2952-410-0046,a very old man this aged officer had made no remark during the trial but after having heard the opinion of his colleagues he rose up and said let us first examine the head carefully for this i think has not yet been done,a very old old man this aged officer had made no remark during the trot trial but after having heard the opinion of his colleagues he rose up and said let us first examine the head head carefully for this i think has not yet been done
4018-107312-0035,i'll stand treat and take you and your friend to the temple well that's delight said caroline there's no one does the handsome thing like you dandy mick and i always say so oh i love the temple tis so genteel,i'll stand treat and take you and won yon y won your friend to the temple well that's delight said caroline there's no one does the handsome thing like you dandy mick and i always say so oh i love the temple tis so genteel
2289-152253-0030,when the funeral was over they killed the slaves who had dug the grave,when the funeral was over they killed the slaves who had dug the grave
412-126975-0088,prevented from smashing the old victorian lustre chandeliers that he might cover himself with resplendent crystals in fact he would certainly have done so had not ruby unearthed some old pantomime paste jewels,prevented from smashing the old victorian lustre chandeliers that that he might cover himself with resplendent crystals resplendent crystals in fact he would certainly have done so had not ruby unearthed some old pantomime paste jewels
6000-55211-0037,william henshaw too raised his chin he also was not in the habit of being referred to as these people my name is henshaw miss greggory i presume he said quietly i was sent here by mister harlow,william henshaw too raised his chin he also was not in the habit wabbt rabbit wabbit of being referred to as these people my name is henshaw miss greggory i presume he said quietly i was sent here by mister harlow
103-1240-0044,so matthew went to bright river to meet him missus spencer will drop him off there of course she goes on to white sands station herself missus rachel prided herself on always speaking her mind she proceeded to speak it now having adjusted her mental attitude to this amazing piece of news,so matthew went to the bright river to meet him missus spencer will drop him off there of course she goes on to whipe whi so i so it sand station herself missus rachel prided herself and always speaking her mind she proceeded to speak it now having adjusted her mental attitude to this amazing piece of news
78-369-0038,the greeks wept for joy when they beheld the mediterranean from the hills of asia and hailed with rapture the boundary of their toils i did not weep but i knelt down,the greeks wept for joy when they y tay ay beheld the mediterranean from the hills of asia and hailed with rapture the boundary of their toils i did not weep but i knelt down
2518-154825-0041,felt a sickening qualm and swimming of the brain and knew that i was giddy and must fall then i called out to elzevir and he guessing what had come over me cries to turn upon my side and press my belly to the cliff,felt a sickening and qualm and swimming of the brain and knew that i was giddy and must fall then i felt must fall then i must fall thn i called out to elzevir and he guessing what had come over fhomov om over me cries to turn upon my side and press my belly to the cliff
1088-129236-0026,a midnight bell a passing groan these are the sounds we feed upon behold there in the wood the fine madman he is a palace of sweet sounds and sights he dilates he is twice a man,a midnight bell a passing groan these passing groan these are the sounds we feed upon behold there in the wood the fine madman he is a palace of sweet sounds and sights he dilates he is twice a man
1867-148436-0032,which jo can raise more hell for his size than any hoss i ever seen he's what you call an eddicated bucker he don't fool around with no pauses he jest starts in and figgers out a situation,which joe can raise more hell for his size than any hos s in any hosis in any hoss i ever seen he's what you call anedicated bucker he don't fool around with no ground with no pauses he jest starts in an figers out a situation
2952-408-0023,for it was evident that his kind hosts supposed him to have been deluded by some goblin but after having bidden them farewell and obtained all necessary information as to his road he determined to look again for the hermitage on the hill and so to ascertain whether he had really been deceived,for it was evident that his kind hos supposed him for hos supposed him forhos supposed him to have been deluted by some goblin but after having bidden them farewell and obtained all necessary for a necessary information as to his road he determined to look again for the hermitage on the hill and so to ascertain whether he had really been deceived
3240-131232-0021,in the first place he found that the snails had appeared after the rain that astonished rustics had jumped to the conclusion that they had fallen he met one person who said that he had seen the snails fall this was his error says the investigator,in the first place he found that the snails had appeared after the rain that astonished rusticks had jumped to the conclusion that they had fallen he met one one one person who said that he had seen the snails fall this was his error says the investigator
4137-11702-0013,he patted her again as though it were she and not himself who was in danger of breaking down my little hyacinth my own little girl oh father i am glad to have you back there there my child,he patted her again as though it were she and not himself who was in danger of breaking down my little hyacinth my own little girl oh father i am glad to have you back there there my child
7113-86041-0024,were spread out strange fruits and sweetmeats the very sight of which made the princess long to taste them she hesitated a while however scarcely able to believe her eyes,were spread out strange fruits and sweetmeats the very sight of which made the princess long to taste them she hesitated a while however scarcely able to believe her eyes
1088-134315-0019,he rang the bell this time for his valet fisher he said i am expecting a visit from a gentleman named gathercole a one armed gentleman whom you must look after if he comes,he rang the bell this time for for or for his valet fisher he said i am expecting a visi a visit from a gentleman named gathercole a one armed gentleman whom you must look after if he comes
625-132118-0027,and baby boy wast thou so jealous of one little coign of happiness that thou must needs enter there thou o death a perfect life was his,and baby boy wast thou so popojealous of one little coin of happiness that thou must needs enter there thou o death the perfect life was his
3699-19401-0006,for this reason continued my father stating the case over again notwithstanding all the world knows that missus wadman affects my brother toby and my brother toby contrariwise affects missus wadman,for this reason continued my father stating the case over again notwithstanding all the world knows that missus wadman affects my brother toby and my brother toby contrariwise affects missus wadman
1502-122619-0066,now knew that all his projects must be brought to their final issue,now knew that all his projects must be brought to their final issue
5561-41616-0010,wasn't it nice of miss thompson to exonerate us publicly asked anne she is always just replied grace i can't understand how eleanor could be so rude and disagreeable to her she has disliked miss thompson from the first i wonder whether she apologized to miss thompson last night mused grace,wasn't it nice of miss thompson to exonerate us publicly asked anne she is always just replied grace i can't understand how eleanor could be so rude and disagreeable to her she is disliked miss thompson from the first i wonder whether she apologized to miss thompson last night mused grace
2893-139322-0042,he hesitated looked at graham's face and told him the thing he already knew but how can they know asked asano graham heard someone shouting stop all work stop all work,he hesitated looked a i looked at graham's face and told him the thing he already knew but how can they know asked asano graham heard someone shouting stop all work stop all work
2436-2481-0008,the captain rasped get out haljan,the captain rasped get out haljan
445-123860-0022,and no sooner had past reason hated as a swallow'd bait on purpose laid to make the taker mad mad in pursuit and in possession so had having and in quest to have,and no sooner had past reason hated as a and swallow'd bait on purpose laid to make the and the taker mad mad in pursuit and in possession so had and anand having and in quest to have
2007-149877-0051,no where said drouet,no where said drouet
5561-39621-0040,well well my lord said parry more uneasy at the turn the conversation had taken than at the other you know resumed the unknown that my mother and my sister whilst all this is going on in honor of the king of france have neither money nor bread you know that i myself shall be poor and degraded within a fortnight,well well my lord said parry more uneasy at the turn the conversation  had taken tan tha than than at the other you know resumed the unknown that my mother and my sister whilst all this is going on in honor of the king of ofof france have neither money nor bread you know that i myself shall be poor and degraded within a fortnight
4830-25904-0026,who played like boys and cut up all sorts of capers a mamma sat tending her baby and looking so like a little old woman that i laughed till the gray monkey with the blue nose scolded at me,who played like boys and cut up all sorts of capers amamma sat tending her baby and looking so like a little old woman that i laughed till the gray monkey with the blue nose scolded at me
4853-29413-0014,to give him some idea of the jealous hatred with which the cur regarded me he had done his best to warn me without actually betraying the man who had rescued him from starvation or the workhouse and he had failed,to give him some idea of the jealous hatred with which the curto which the cur regarded me he had done his best to warn me without warn me without warn me without actually betraying the man who had rescued him from starvation or the workhouse and he had failed
6000-55211-0008,i'll tell her though and i'll see you at eleven finished billy as she hung up the receiver promptly at the appointed time billy met uncle william at park street and together they set out for the west end street named on the paper in his pocket,i'll tell her though and i'll see you at eleven finished billy as ched billy as ched billy as she hung up the receiver promptly at the receiver prmptly a the receiver promptly at the appointed time billy met uncle william at park street and together they set up out for the west end street named on the paper in his pocket
78-368-0004,and not shrink from the conflict until my own life or that of my adversary was extinguished elizabeth observed my agitation for some time in timid and fearful silence,and not shrank from the conflict until my own life or that of my adversary was extinguished elizabeth observed my agitation for some time in timid and fearful silence
8098-275181-0015,well look here then i'll show ye said he,well look here then i'll show ye said he
5393-19218-0020,merry andrew pantaloon and clown persisted in the good humor of that winter of eighteen thirty three paris had disguised itself as venice such shrove tuesdays are no longer to be seen now a days,merry andrew pantaloon and clown persisted in the good humor of that winter of eighteen thirty three mimmor of that winter of eighteen thirty three paris had disguised itself as venice such shrove tuesdays are no longer to be seen nowadays
445-123860-0016,if nature sovereign mistress over wrack as thou goest onwards still will pluck thee back she keeps thee to this purpose,if nature sovereign mistress over rack as thou goest onwards still will pluck thee back she keeps thee keeps thee keeps thee to this purpose
1926-143879-0035,her character had revealed itself,her character had revealed itself
1743-142912-0027,if in your roaming about you run across an old cast off suit of mister black snake or of any other member of the snake family i wish you would remember me and let me know will you peter said cresty a a,if in youre roaming about you run across an old ld old cast off suit of mister black of mister black of mister blacksnake or any other member of the snake family i wish you would remember me and let me know will you peter said cresty  a
1867-154071-0010,one week was decided on as a fair test if at the end of that time caroline smith did not come out of the house across the street they could conclude that she did not stay there,one week was decided on as a fair test if at the end of that time time time caroline smith did not come out of the house across the street they could conclude that she did not stay there
8975-270782-0071,and this love is substituted for the outworn love one cannot maintain that the world was very grateful to psychoanalytic research for its discovery of the oedipus complex on the contrary it called forth the strongest resistance on the part of adults,and this love is substituted for the outworn love one cannot maintain that the world was very grateful to psychoanalytic research for its discovery of the oedipus complex on the contrary it called forth the strongest resistance on the part of adults
2007-132570-0048,night repeated another voice montoni paused and turned half round but seeming to recollect himself he proceeded in a lower tone you have lately seen one terrible example of obstinacy and folly,night repeated another voice montn repeated another voice montoni paused and turned half round but seeming to recollect himself himself he proceeded in a lower tone you have lately seen one terrible example of obstinacy and folly
8975-270782-0112,why do not the sleep disturbing psychic stimuli do the job without it and if they must because of the dream censorship disguise themselves through old forms of expression which are no longer comprehensible,why do not the sleep disturbing psychic stimuli do the job without it and if they must because of e and if they must because of and if they must because of the dream censorship disguise themselves through old forms of expression which are no longer comprehensible
6000-55211-0039,neilson supplied the man as she looked at billy and hesitated a swift red stained alice greggory's face with barely an acknowledgment of the introductions she turned to her mother yes dear but that won't be necessary now,neilson supplied the man as she okdthe man as she looked at billy and hesitated a swift red stained stained stained alice greggory's face with barely barely barely in acknowledgment of the introductions she turned to her mother yes dear but that won't be necessary now
5561-41615-0001,the majority however appeared to be highly delighted over what they heard one group standing near one of the windows of which eleanor was the center laughed so loudly that they were sent to their seats,the majority however appeared to be highly delighted over what they delighted over what they heard one group standing near one of the windows of which eleanor was the centre laughed so loudly that they were sent to their seats
5678-43301-0018,into the old lady's hand and herself bent forward to listen old missus brand looked at that too knowing that it was an analysis of her son's speech and aware that she would not be able to hear his words,into the old lady's hand and herself bent forward to listen old missus brand looked at that too knowing that it was an analysis of her son's speech and aware that she would not be able to hear his words
8975-270782-0111,which shall differentiate it from the unconscious out of the realm of the infantile we may to be sure propound the question what forces the psychological activity during sleep to such regression,which shall differentiate it from the it from the it from the unconscious out of the realm of the infantile we may to be sure propound the question what forces the psychologic does the psychological activity during sleep to such regression
8098-278252-0024,i saw a meadow lark on the first of march this day i heard blue birds and robins singing gaily it looked as though spring had come to stay i expected that day to reach dalton only eight miles distant,i saw a meadow totowlark on the first of march this day i heard blue birds and robins singing gaily been singing gaily it looked as though spring had had come to stay i expected that day to reach dolton only eight miles distant
1867-154071-0012,there stood caroline smith in the door of the house she closed the door behind her and walking to the top of the steps paused there and looked up and down the street bill gregg groaned,there stood caroline smith in the door of the the house she closed the door behind her and walking to the top of the steps paused there and looked up and down the street bill gregg groaned
2092-145706-0016,and sought for some cool shady place to rest his aching limbs he climbed to the top of a hill and lay down in the grass and as he thought under the shadow of a big tree,and saw it for some cool shady place to rest his aching limbs he climbed and climbed and climbed to the top of a hill and lay down in the grass and as he thought under the shadow of a big tree
5390-24512-0009,and the history of those years is one long list of terrible risings and massacres while cities were ruined villages wrapped in flames and men women and children perished with hunger,and the history of those years is one long list of terrible risings and massacres while cities were ruined villages wrapped in flames and men women and children perished with hunger
7780-274562-0046,no definition had spoken of the landscape gardener as of the poet yet my friend could not fail to perceive that the creation of the landscape garden offered to the true muse the most magnificent of opportunities,no definition had spoken of the landscape gardener as of the poet yet my friend could not fail to perceive that the creation of the landscape garden offered to the true muse the most magnificent of opportunities
5393-19218-0014,nor even to see his hurt not even cosette nevertheless this had forced him to swathe his hand in a linen bandage and to carry his arm in a sling and had prevented his signing m gillenormand,nor even to see his hurt not even cosette nevertheless this had forced him to swathe his hand in a linen bandage and to carry his arm in a sling and had prevented his signing em gellenormand
1502-122615-0035,in the privacy of his own abode the sympathy of one like himself aged forlorn and childless the indians who believe in the hereditary transmission of virtues and defects in character,in the privacy of his own abode the sympathy of one like like himself aged forlorn and childless the the the indians who believe in the hereditary transmission of virtues and defects an character
6437-66172-0021,in a low tone as if not intended for the ear of the victim diabolus fetch me the red hot iron the expedition with which that tongue would disappear was simply ridiculous,in a low tone as if not intended for the earear of the victim diabulus fetch me the ret in a in ret in red hot iron the expedition with which that tongue would disappear was simply ridiculous
3240-131231-0035,that ten minutes later another fall of fishes occurred upon this same narrow strip of land even arguing that a whirlwind may stand still axially it discharges tangentially wherever the fishes came from it does not seem thinkable,that ten minutes later another fall of fishes occurred upon occurred upon this same narrow strip of land even arguing that a whirlwind arguing that a whirlwind may stand still actially it discharges tangentially wherever the fishes came from it does not seem thinkable
2289-152257-0008,in ruling the empire justinus agreed to this proposal for he was now old and in feeble health and not able himself to attend to the important affairs of government,in ruling the empire justinus agreed to this proposal for he was now old and in feeble health and not able himself to attend to the important affairs of government
7067-76048-0040,she had no illusions about the power of the former class it didn't exist they were steered to their decisions by people employed directed or stimulated by father and his friends and associates the owners of america the real responsible citizens,she had no allusions about the power of the former class it didn't exist they were steered to their decisions by people employed directed or stimulated by father and his friends and associates the owners of america the real responsible citizens
2007-149877-0037,no he can't injure that any i guess hurstwood was standing his coat open his thumbs in his pockets the light on his jewels and rings relieving them with agreeable distinctness he was the picture of fastidious comfort,no he no he can't injure that any i guess hurstwood was standing his coat open his thumbs in his pocket the light on his jewels and rings relieving them with agreeable distinctness he was the picture of fastidious comfort
1502-122615-0012,he would greatly have preferred silence and meditation to speech when a discovery of his real condition might prove so instantly fatal unfortunately for this prudent resolution his entertainers appeared otherwise disposed,he would greatly have preferred silence and meditation to speech meditation to speech meditation to speech when a discovery of his real condition might prove so instantly fatal unfortunately for this prudent resolution his entertainers appeared otherwise disposed
4830-25904-0044,hoping to find something eatable i felt as if i had got into a foreign country as i looked about me and saw elephants and camels walking among the trees flocks of snow white cranes stalking over the grass,hoping to find something hoto find something to find something eatable i felt as if i had got into a foreign country as hook tree as a tree as i looked about me and saw elephants and camels walking among the the ho hog the trees flocks of snow white cranes stalking over the grass
7113-86041-0010,and where among the hills to look for any who strayed away that they too prospered under his care and not one was lost or torn by wolves but this new master was a hard man and begrudged him his well earned wages,and where among the hills to look for for for any who strayed away that they too prospered undeand  under under his care and not one was lost or torn by wolves but this new master was a hard man and begrudged him his well earned wages
1963-142776-0029,pick out the tails of the prawns put the bodies in a stewpan with one blade of mace,pick out the tails of the prawns put the bodies in a stewpan with one blade of mace
198-209-0011,on the beginning of the fifth however the sudden view of mister henry tilney and his father joining a party in the opposite box recalled her to anxiety and distress the stage could no longer excite genuine merriment no longer keep her whole attention,on the beginning of beginning of beginning of the fifth however the sudden view of mister henry tilney and his father joining a party in the opposite box recalled her to anxiety and distress the stage could no longer excite genuine merriment no longer keep her whole attention
6437-66172-0023,whenever a member had reasons for thinking that another member would be unable to attend he called a meeting for instance immediately on learning the death of harry blake's great grandfather i issued a call,whenever a member remember remember had reasons for thinking that another member would be unable to attend he called a meeting for instance immediately ts immediately on learning the death of harry blake's great grandfather i issued a call
2989-138028-0062,with all the qualifications requisite to make a knight errant's squire but heaven forbid that to gratify my own inclination i should shake or shatter this pillar of letters and vessel of the sciences and cut down this towering palm of the fair and liberal arts,with all the qualifications requisite th to make a knight errant squire but heaven forbid that gratify my own inclination i should shake or shatter this pillar of letters and vessel of the sciences and cut down this down this with l down this towering palm of the fair and liberal arts
2436-2477-0000,i was i think of the planetara's officers the most expert handler of the mathematical calculators the locating of our position and charting the trajectory of our course was under ordinary circumstances about all i had to do,i was i think of the planetara's officer the most expert handler of the mathematical calculators calcalculators the locating of our position and charting the trajectory of our course was under ordinary circumstances about all i had to do
6925-80680-0048,and inquired of everyone where the finest jewels were to be got but though he sought night and day he never found one to compare with the anklet at last only a week remained and he was in sore difficulty when he remembered the fairy of the forest,and inquired of every one where the finest jewels and te finest jewels the finest jewels were to be got but though he sought night and day he never found one to compare with the anklet at last only a week remained and he was in sore difficulty when he remembered the fairy of the forest
412-126975-0064,i like the jolly old pantomime where a man sits on his top hat not on mine please said sir leopold fischer with dignity well well observed crook airily,i like the jolly old pantomime where a man sits on his top hat pat pat not not on mine please said sir leopold fisher with dignity well well observed crook airily
7067-76048-0002,section two for the better part of forty hours sir richmond had either been talking to miss grammont or carrying on imaginary conversations with her in her absence,section two for th section two for the better part of forty hours sir richmond had either been talking to miss grammont or carrying on imaginary conversations with her in her absence
5561-41616-0006,what a delicate way of reminding me that i once was a freshman she exclaimed anne has a new accomplishment said grace she can spout poetry without trying small credit is due me said anne smiling anyone can twist annabel lee to suit the occasion,what a dedelicate way of reminding me that i once was a freshman she exclaimed anne has a new acccomplishment said grace she can spout poetry without trying small credit credit credit is due me said anne smiling any one can twist annaba lee to suit the occasion
8468-294887-0013,and in his advanced years sees now some of the great results of his life long efforts for the restoration and maintenance of human rights although still suffering under many of the evils which slavery has inflicted upon him the american slave no longer exists,and in his advanced advanced years sees now some of the great results of his lifelong efforts for the restoration and maintenance of human rights although still suffering under many of the evils which slavery has in as inhas inflicted upon him the american slave no longer exists
2518-154826-0011,the ground was brashy with flat stones and divided up into tillage fields it was a bleak wide bitten place enough looking as if twould never pay for turning and instead of hedges there were dreary walls built of dry stone without mortar,the ground was brashy with flat stones and dididivided up into tillage fields it was a bleak asa bleak sa bleak wide bitten place enough looking as if twould never pay for tewoud never pay for woud never pay for turning and instead of hedges there were dreary walls built of dry stone without mortar
8238-274553-0070,and even of profundity while in fact not a shadow of meaning existed the key to the whole was found in leaving out every second and third word alternately,and even of profundity while in fact not a shadow shadow of meaning it it it existed the key to the whole was found in lehaving out every second and third word alternately
311-124404-0048,i should wish also that such persons were carefully shown the eleven pellicles which like so many small valves open and shut the four orifices that are in these two cavities viz,ii should wish also that such persons were carefully shown the eleven peliciles which like so many small valves open and shut the four orifices that are in these two cavities viz
311-124404-0116,can number the hours and measure time more exactly than we with all our skin i had after this described the reasonable soul and shown that it could by no means be educed from the power of matter,can number the hours canowars cowars and measure time more exactly than we with all our skin i had after this described the reasonable soul and shown that it could by no means be educed from the power of matter
198-209-0002,and missus allen's wavering convictions only made it more doubtful to milsom street she was directed and having made herself perfect in the number hastened away with eager steps and a beating heart to pay her visit explain her conduct and be forgiven,and missus allen's wavering conviction only made it more doubtful to milsolm street she was directed and having made herself perfect in the number hastened away with eager steps and a beating heart to pay her visit explain her conduct and be forgiven
2436-2481-0031,my tongue was thick but it moved yes i was soon revived i sat up with doctor frank vigorously rubbing me i'm all right i told them what had happened,my tongue was thick but it moved yes i was soon revived i sat up whit i sat up whit i sat up with doctor frank vigorously rubbing me i'm all right me i'm all right i told them what had happened
1088-134315-0035,a pair of pince nez sat crookedly on his nose and two fat volumes under his arm completed the picture fisher who was an observer of some discernment noticed under the overcoat a creased blue suit large black boots,a pair of a pair of a pair of pince nezs set crookedly on his nose and two fat volumes under his arm completed the picture arm completed the picture arm completed the picture fisher who was an observer of some disdiscernment noticed under the overcoat a creased blue suit large black boots
87-121553-0012,not for the world which people toil for now in following ostiense and taddeo but through his longing after the true manna he in short time became so great a teacher that he began to go about the vineyard which fadeth soon if faithless be the dresser,not for the world not for the world not for the world which people toil for now in following ostiense and tadio but through his longing after the true mana he in short time became so great a teacher that he began to go about the vineyard which fadeth soon if faithless be the dresser
103-1240-0018,had got as far away as he possibly could from his fellow men without actually retreating into the woods when he founded his homestead green gables was built at the furthest edge of his cleared land and there it was to this day,had got as far away as he possibly could from his fellow men without actually and without actually an without actually retreating into the woods when he fouhahad had founded his homestead green gables was built at the furthest edge of his cleared land and there it was to this day
8098-278278-0032,that's the thief there next morning coonskin was the first to return from fishing and looked much excited when pod returned he told him he had seen huge bear tracks he was going bear hunting pod laughed at him,that's the thief there next morning coonskin was the first to return from fishing and looked much excited when pod returned he told him he had seen huge bear tracks he was going bear hunting pod laughed at him
625-132118-0042,aye and found it lighter too some day for surely surely this is not the end,aye and found it aye and found it aye and found it lighter too some day for surely surely surely this is not the end
1867-154075-0029,you're wrong it was ah in spite of himself the face of john mark wrinkled with pain and suspicious rage i came to see a girl and her name i figure is caroline smith,you're wrong it was ah in spite of himself the face of john mark wrinkled with pain and suspicious rage i came to see a girl and and and her name i figure is caroline smith
4137-11701-0023,we didn't want it to be known yet she said shyly but you have guessed our secret your royal highness she looked modestly at the ground and feeling for her reluctant lover's hand went on,we didn't want it to be known yet she said shyly but you have guessed our our secret your royal highness she looked modestly at the ground and feeling for her reluctant lover's hand went on
1334-135589-0088,you know humphrey how many offers patience heatherstone has had and has every day i may say,you know humphrey humphy humphy how many offers patience heatherstone has had and has every day i may say
4788-294466-0004,she smiled at her friend mary not wishing to appear foolishly timid said in as courageous a voice as she could muster of course we're not afraid goodbye boys we'll see you tomorrow,she smiled at her friend mary not wishing to appear foolishly timid said in as courageous a voice a voice a voice as she could muster of course we're not afraid good bye boys we'll see you tomorrow
1334-135589-0013,conde obtained the victory at blenan and in april sixteen fifty two advanced to paris turenne who had taken the command of the french army followed him,conde obtained the victory at blenan and in april sixteen fifty two advanced to to to comte to paris turenne who had taken comt who had taken who had taken the command of the french army followed him
3699-19402-0030,a thousand of my father's most subtle syllogisms could not have said more for celibacy my uncle toby look'd earnestly towards his cottage and his bowling green,a thousand of my father's most subtle syllogisms could not have said more for celibacy my uncle uncle uncle toby look'd earnestly towards his cottage and his bowling his bowling his bowling green
2289-152257-0000,in the time of clovis the country now called bulgaria was inhabited by goths one day a poor shepherd boy about sixteen years of age left his mountain home in that country to go to the city of constantinople which was many miles away,in e the time of clovis the country now called bulgaria was inhabited by goths one day a poor shepherd boy about erd boy about her boy about sixteen years of age left his mountain home in that country to go to the city of constantinople which was many miles away
8098-275181-0016,and you was prowling around the fields go off now out there by that stump full of wonder and curiosity i retired to the stump tom meantime turned out the mass of nests,and you was prowling round the fields go off now out on the fields go off now out there by that stump full of wonder and curiosity i retired to the stump tom meanwhile turned out the mass of nests
5456-62043-0019,three and a quarter but soon again became interested in the game from my upper berth there were no state rooms then i could observe the movements of the players,three and a quart quartthror quarter but soon again became interested in the game from my upper berth there were no staterooms then i could observe the movements of the players
3240-131232-0004,long duration other indications of long duration i think of a region somewhere above this earth's surface in which gravitation is inoperative and is not governed by the square of the distance,long duration other indications of long duration i think of a region somewhere above this earth's surface in which gravitation is inoperative and is not governed by the square of the distance
2289-152258-0039,but when he took possession of mecca he made the old temple the centre of worship for his own religion after mohammed died a person was appointed to be his successor as head of the moslem church,but when he took possession of mecca he made the old temple the centre of worship for his own religion after mohammed died a person was appointed to be his successor as head of the muslim church
2007-132570-0043,and from the vengeance he threatened but then the image of valancourt who so long had loved her and who was now perhaps so near her came to her heart and together with the strong feelings of indignation with which she had always,and from from the vengeance he threatened but then the image of valancourt who so long had loved her and who was now perhaps so near  and near  near her came to her heart and together with the strong feelings nand from the indignation with which she had always
8095-274345-0018,the last parliament of james amidst all their joy and festivity had given him a supply very disproportioned to his demand and to the occasion and as every house of commons which was elected during forty years,the last parliament of james amidst all their joy and festivity had cpidity had given him a supply very disproportioned to his demand and to the occasion and as every house of commons which was elected during forty years
5678-43302-0019,but after this well well we have shown that we can shed our blood too it is in the nick of time too just at the crisis i don't want to exaggerate it is only a scratch but it was so deliberate and,but after this well after this well bu after this well well we have shown that we can shed our blood too it is in n inhe nick of time too just at the crisis i don't want to exaggerate it is only a but exaggerate it is only a exaggerate it is only a scratch but it was so deliberate and
4018-107338-0010,he doubtless had them now as he never destroyed papers would order a search to be made for them and so on i was about to withdraw when he asked me carelessly a question about your father what he was doing and whether he were married and had children,he doubtless had them now as he never destroyed he destroyed papers would order a search to be made for them and so on i was about to withdraw when he asked me carelessly a question about your father what he was doing and whether he were married and had children
6000-55211-0020,there was only despairing sorrow on her face now the man rose at once,there was only despairing sorrow on her face now now now the man rose at once
4853-29413-0001,the fresh morning air flowing through my open window cooled and composed me the mercy of sleep found me when i woke and looked at my watch i was a new man the hour was noon i rang my bell,the fresh morning air flowing through my open window cooled and composed me the mercy of sleep found me when i woke and looked at my watch i was a new man the hour was noon i rang my bell
2289-152253-0004,o king i see you a famous conqueror the master of many nations i see you going from country to country defeating armies and destroying cities until men call you the fear of the world you heap up vast riches,o king i see  i see you a famous conqueror the master of many nations i see you going from country o ing from country t ing from country to country defeating armies and destroying cities until men call you the fear of the world you heap up vast riches
4830-25898-0003,aunt cockletop was right as you will see when i have told the sad history of this unfortunate family the tragedy began with chanty who was the boldest little cockadoodle who ever tried to crow,aunt cockletop was right as you will see when i have told the sad history of this unfortunate family the tragedy began with chanty who was the boldest little cockadoodle who ever tried to crow
5678-43303-0020,said mabel old missus brand looked at her sharply an instant but said nothing don't excite yourself mother oliver will be back to night the old lady drew a long breath don't trouble about me my dear she said i shall do very well now,said mabel old missus brand looked at her sharply at her sharply at her sharply an instant but said nothing don't excite et set et yourself mother oliver will be back to night the old lady drew a long breath don't trouble about me my dear she said i shall do very well now
2952-410-0023,and the sound of the neighboring cascade deepened with the night kwairyo felt thirsty as he listened to the noise of the water and remembering the bamboo aqueduct at the rear of the house he thought that he could go there and get a drink without disturbing the sleeping household,and the sound of the neighboring cascade deepened with ith with the night kwairyo felt thirsty as he listened to the noise of the water and remembering the bamboo aqueduct at the rear of the house he thought that he could go there and get a drink without disturbing the sleeping household
1088-134315-0054,the girl ascended to the upper floor again she watched from the window the disappearing figure once out of sight miss holland went to work with a remarkable deliberation and thoroughness from her bag she produced a small purse and opened it,the girl ascended to the upper floor again she watched from the window the disappearing figure once out of sight miss holland went to work with a remarkable deliberation and thoroughness from her bag she produced a small purse and opened it
87-121553-0086,and i began you are my ancestor you give to me all hardihood to speak you lift me so that i am more than i so many rivulets with gladness fill my mind that of itself it makes a joy because it can endure this and not burst,and i began you are my ancestor you give to me all hardihood to speak you lift me so hat i am more than i so many rivulets with gladness fill my mind that of itself it makes a joy because it can endure this and not burst
6437-66173-0025,i might have shielded myself by appealing to mister grimshaw but no boy in the temple grammar school could do that without losing caste whether this was just or not doesn't matter a pin since it was so a traditionary law of the place,i might have shielded myself by appealing to mister grimshaw but no boy in the temple grammar school could do that without losing cast whether this was just or not doesn't matter a pin since it was so a traditionary law of the place
